V1,V2,V3,V4,V5,V7,V8,V9,V10,confirmCode,Condition,Counterbalance,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,AccImp,FB_F,SocialMedia_Chk,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Comments,Length
R_2xV4VM0c6uNKHLf,Default Response Set,Anonymous,,,0,10/5/2017 17:46,10/5/2017 18:01,1,287931,1,1,1,1,,1,1,5,0.796,12.023,13.3,3,1,3,0.968,6.587,7.721,2,1,4,11.762,11.762,12.974,1,1,2,0.363,9.21,11.246,3,1,4,6.468,7.951,9.055,2,1,4,0.899,8.367,9.625,2,1,4,1.226,7.097,8.33,2,1,2,5.376,5.376,6.68,1,1,2,17.209,17.209,18.394,1,1,2,1,11.189,12.491,2,1,5,6.915,6.915,8.047,1,1,2,8.579,8.579,10.072,1,1,5,7.859,7.859,9.103,1,1,2,0.819,7.026,8.8,2,1,3,5.712,5.712,6.874,1,1,2,8.223,8.223,9.347,1,1,3,6.385,6.385,7.58,1,1,5,8.587,8.587,9.832,1,1,4,8.245,8.245,9.327,1,1,3,6.398,8.152,9.228,2,1,4,7.891,7.891,9.236,1,1,1,7.864,7.864,9.529,1,1,4,6.017,6.017,7.219,1,1,2,13.636,13.636,16.914,1,1,1,1,23.792,25.489,26.835,2,,,,,,,,1,8,0,0,73.914,0,50,0,0,31.064,0,20,0,0,52.645,0,second,8,june,27,3,38,2,5,1,3,,3,3,5,1,1,1,2,3,3,4,3,2,5,2,1,1,,,,1,2,2,2,Good luck ,20 min
R_2S0LDdXnLDH8Ohh,Default Response Set,Anonymous,,,0,10/5/2017 17:51,10/5/2017 18:02,1,724952,2,2,1,1,,1,1,6,7.351,7.351,8.166,1,1,3,8.108,8.906,9.648,3,1,3,15.165,16.587,17.331,3,1,4,6.723,6.723,10.84,1,1,2,6.965,6.965,7.856,1,1,2,11.02,12.7,13.806,3,1,4,12.712,13.897,13.954,4,1,3,6.446,6.446,7.259,1,1,1,5.456,5.884,6.768,2,1,3,8.488,9.183,10.025,3,1,4,9.032,10.727,11.39,3,1,1,11.235,11.581,12.155,2,1,4,6.843,7.163,7.712,2,1,5,6.152,6.152,6.732,1,1,3,4.672,4.672,8.866,1,1,6,6.59,6.59,7.028,1,1,4,10.513,10.513,11.139,1,1,6,5.913,5.913,6.42,1,1,5,10.121,12.432,12.965,4,1,3,10.098,10.098,11.813,1,1,4,10.978,10.978,11.528,1,1,3,8.709,8.709,9.267,1,1,1,3.758,4.091,5.291,2,1,4,7.09,7.09,8.028,1,,,,,,,,1,2,5.838,11.597,12.093,2,1,1,8,3.91,3.91,20.304,1,50,0.915,0.915,6.149,1,20,0.818,55.602,73.908,5,first,8,June,3,3,25,1,2,1,3,,3,3,3,2,2,1,2,1,1,4,1,5,5,2,1,1,1,1,,1,2,2,2,"I got confused on some of the questions at the end, one of them's actually very difficult to get accurate without a lot more math (the loaf of bread one)",15 Minutes
R_Q4bELWzp9u9QkFz,Default Response Set,Anonymous,,,0,10/5/2017 17:52,10/5/2017 18:03,1,201700,1,2,1,1,,1,1,1,2.78,2.78,4.597,1,1,1,24.152,24.152,25.263,1,1,3,5.042,5.042,5.984,1,1,1,3.118,3.422,4.167,2,1,1,2.205,2.205,3.69,1,1,1,4.271,4.271,5.495,1,1,1,1.313,3.177,3.895,2,1,1,1.355,1.355,2.793,1,1,1,2.41,2.706,3.369,2,1,1,3.073,3.073,3.951,1,1,2,4.378,7.018,8.402,2,1,1,2.613,2.613,3.652,1,1,1,1.629,1.629,2.874,1,1,1,2.17,2.17,2.897,1,1,1,1.312,1.312,2.254,1,1,1,1.297,1.297,3.431,1,1,1,1.161,1.161,3.304,1,1,1,1.805,1.805,2.951,1,1,1,1.866,1.866,2.465,1,1,1,2.535,2.535,3.189,1,1,1,2.573,2.573,4.179,1,1,1,11.994,15.978,16.865,2,1,1,11.507,11.507,12.946,1,1,1,15.581,16.301,16.572,2,1,,,,,,,1,2,14.895,14.895,16.094,1,,1,8,0.964,22.604,70.886,2,50,10.622,10.622,14.751,1,21,0.795,35.155,46.579,5,2,8,emily,0,1,26,1,2,1,1,,2,2,1,1,1,2,2,1,3,2,4,1,5,2,3,1,,1,,1,2,2,3,,11 minutes
R_1M5iN9RkOyTB3WD,Default Response Set,Anonymous,,,0,10/5/2017 17:42,10/5/2017 18:03,1,907196,2,1,1,1,,1,1,5,15.685,15.685,16.638,1,1,5,114.608,120.539,121.729,5,1,5,5.372,5.372,6.679,1,1,5,9.712,9.712,21.366,1,1,5,14.156,14.156,18.222,1,1,5,15.21,15.21,16.465,1,1,5,10.556,12.52,14.302,2,1,5,16.54,16.54,17.477,1,1,5,7.832,9.16,10.591,2,1,5,16.122,17.859,19.082,2,1,4,28.336,28.336,32.059,1,1,5,11.098,11.098,12.093,1,1,5,13.877,15.113,16.373,2,1,5,25.148,25.148,26.215,1,1,5,5.859,5.859,6.928,1,1,4,10.049,10.049,11.298,1,1,4,74.221,74.221,75.238,1,1,5,6.348,7.597,9.325,2,1,5,4.226,4.226,5.519,1,1,5,49.854,49.854,50.647,1,1,4,7.269,7.269,8.643,1,1,5,39.533,40.292,41.441,2,1,5,22.255,22.255,23.763,1,1,5,17.297,17.297,19.182,1,,1,3,5.204,5.605,6.65,2,,,,,,,1,1,32,1.838,7.769,8.893,2,40,3.99,3.99,9.755,1,34,10.748,10.748,16.287,1,NATION,3,OPAMA,9,1,22,1,3,1,1,,2,2,2,2,1,1,2,3,4,4,3,4,4,1,2,,1,,,1,1,1,1,GOOD,TAKE NATIONALITY
R_2ylsFu8KqWPaZ0e,Default Response Set,Anonymous,,,0,10/5/2017 17:54,10/5/2017 18:04,1,107605,1,1,1,1,,1,1,1,6.111,6.111,7.552,1,1,4,7.749,7.749,20.613,1,1,3,6.871,6.871,7.783,1,1,1,3.144,3.144,5.049,1,1,1,4.802,4.802,6.026,1,1,1,13.269,13.269,15.014,1,1,4,7.765,7.765,8.76,1,1,2,10.516,10.516,13.305,1,1,1,6.064,6.064,7.596,1,1,4,7.849,7.849,8.905,1,1,3,7.457,7.457,9.027,1,1,2,9.593,9.593,10.794,1,1,3,5.387,5.387,7.828,1,1,2,4.973,4.973,5.927,1,1,1,6.828,6.828,7.656,1,1,1,3.024,3.024,4.035,1,1,2,4.944,4.944,5.884,1,1,3,8.451,8.451,9.28,1,1,1,10.443,12.524,13.419,2,1,2,7.319,7.319,8.465,1,1,1,8.136,8.136,9.219,1,1,1,4.396,5.641,6.485,2,1,2,3.26,3.26,4.193,1,1,1,3.224,3.224,4.412,1,1,1,1,9.142,9.142,12.244,1,,,,,,,,1,4,3.039,16.252,18.689,3,10,1.406,1.406,21.775,1,39,6,6,18.829,1,2,8,Emily,0,1,25,1,3,1,1,,1,2,5,1,1,2,2,3,3,2,2,4,5,2,4,1,,1,1,1,2,2,1,,10 minutes
R_WdI9yhzEVNzZgnn,Default Response Set,Anonymous,,,0,10/5/2017 17:58,10/5/2017 18:04,1,363089,2,1,1,1,,1,1,1,4.323,4.323,13.485,1,1,1,2.647,2.647,3.63,1,1,5,4.563,4.563,5.65,1,1,1,4.574,4.574,5.895,1,1,1,2.45,2.45,3.389,1,1,1,2.291,2.291,3.714,1,1,5,4.882,4.882,6.169,1,1,1,9.27,9.27,10.599,1,1,1,2.743,2.743,4.037,1,1,1,2.865,2.865,3.962,1,1,1,2.438,2.438,3.845,1,1,1,3.517,3.517,4.905,1,1,3,3.293,3.293,4.351,1,1,1,3.642,3.642,4.916,1,1,1,7.23,7.23,8.292,1,1,1,6.283,6.283,8.01,1,1,3,5.436,5.436,6.341,1,1,1,4.217,4.217,5.717,1,1,1,4.403,4.403,5.321,1,1,2,5.097,5.097,13.54,1,1,4,6.613,6.613,7.315,1,1,1,8.748,8.748,10.546,1,1,1,2.241,2.241,5.202,1,1,5,3.832,3.832,4.905,1,,1,1,5.469,5.469,13.924,1,,,,,,,1,1,8,2.807,2.807,10.063,1,50,4.958,8.912,9.446,2,20,2.984,2.984,6.759,1,second,8,Emily,27,1,33,2,6,1,1,,1,2,1,1,1,2,2,3,1,2,2,5,5,2,4,,,1,,1,2,2,3,,5 minutes
R_11hZVwj2DJheDMK,Default Response Set,Anonymous,,,0,10/5/2017 17:54,10/5/2017 18:06,1,834315,2,2,1,1,,1,1,4,4.911,4.911,5.635,1,1,5,3.299,3.747,4.803,2,1,2,6.084,6.084,6.869,1,1,2,3.578,3.578,4.481,1,1,1,6.929,6.929,7.946,1,1,3,4.674,4.674,5.553,1,1,6,3.473,4.294,5.193,2,1,4,5.765,7.926,8.666,6,1,4,51.82,51.82,52.453,1,1,5,2.238,2.803,3.107,2,1,2,3.286,3.286,4.419,1,1,4,6.679,6.679,7.836,1,1,1,4.035,4.035,4.857,1,1,5,5.454,6.104,6.675,3,1,2,1.864,1.864,2.838,1,1,1,5.171,6.253,7.131,2,1,3,4.698,5.826,6.726,3,1,4,3.812,3.812,4.473,1,1,2,5.805,8.107,8.5,5,1,4,4.632,5.675,6.601,2,1,4,2.732,2.732,3.201,1,1,3,3.235,3.235,3.998,1,1,4,5.195,5.851,6.428,2,1,3,6.394,6.642,7.24,2,,,,,,,,1,2,7.576,8.41,11.034,2,1,1,4,4.212,146.073,151.116,4,2,11.854,48.11,49.594,2,80,5.85,5.85,21.87,1,2,8,Emily,9,3,21,1,4,1,3,,4,5,5,2,2,2,2,2,2,2,2,2,5,1,1,1,,,,1,2,2,2,some of the questions I put in the wrong answer on accident for the math problems. The dirt question should've been 27 not 9,10 minutes
R_20OplBSGbF58cH9,Default Response Set,Anonymous,,,0,10/5/2017 17:58,10/5/2017 18:06,1,819388,1,1,1,1,,1,1,2,4.073,4.073,5.912,1,1,3,3.223,4.776,7.153,2,1,5,5.37,6.994,7.461,2,1,2,4.384,4.384,6.402,1,1,1,4.589,5.755,7.104,2,1,1,4.23,5.66,7.412,2,1,2,6.512,7.541,8.041,2,1,1,3.026,4.223,5.152,2,1,4,3.538,4.843,5.623,2,1,4,3.703,3.703,4.63,1,1,1,3.276,3.276,4.996,1,1,2,2.575,4.606,5.189,3,1,5,2.488,3.526,4.451,2,1,1,3.431,3.431,4.618,1,1,1,2.514,2.514,3.817,1,1,5,3.76,3.76,4.57,1,1,4,2.743,2.743,4.033,1,1,1,3.27,5.25,6.453,3,1,1,2.938,2.938,4.136,1,1,3,6.583,7.561,8.092,2,1,4,4.921,4.921,6.201,1,1,1,3.895,5.32,6.704,2,1,5,3.232,3.232,4.188,1,1,4,4.706,4.706,5.981,1,1,1,3,4.562,4.562,5.723,1,,,,,,,,1,8,1.576,1.576,8.288,1,1,1.379,43.295,54.104,3,20,1.459,1.459,55.566,1,1st,8,June,9,2,28,2,5,1,3,,4,4,4,1,2,2,2,4,3,2,1,2,5,1,3,,,1,,1,2,2,2,n/a,5 mins
R_2ruS7Y4MVld2yBa,Default Response Set,Anonymous,,,0,10/5/2017 17:57,10/5/2017 18:06,1,58279,1,2,1,1,,1,1,1,10.261,14.219,14.767,2,1,1,1.03,2.226,2.786,3,1,1,5.896,6.346,6.921,3,1,4,5.281,5.844,6.295,3,1,1,0.991,1.835,2.741,3,1,1,0.959,1.748,2.291,3,1,1,4.074,4.609,5.022,3,1,1,7.939,8.496,8.907,3,1,1,6.346,7.07,7.532,3,1,1,7.907,8.632,9.131,3,1,1,0.841,1.346,5.564,3,1,1,7.471,7.956,8.383,3,1,1,0.901,1.475,2.047,3,1,1,1.132,2.58,3.045,3,1,1,3.153,3.9,4.466,3,1,1,2.686,4.616,4.641,6,1,1,1.982,2.974,3.441,3,1,1,1.526,2.49,2.967,3,1,1,1.661,2.288,2.779,3,1,1,4.613,5.294,5.841,3,1,1,3.56,4.184,4.639,3,1,1,1.038,1.881,2.48,3,1,1,3.007,3.897,4.32,2,1,1,3.364,5.067,5.616,3,1,,,,,,,1,3,20.358,20.365,20.994,2,,1,8,8.407,8.407,11.82,1,10,12.7,12.7,21.211,1,20,10.109,10.109,13.848,1,2,8,EMILY,27,2,24,2,3,1,3,,1,2,3,,1,2,2,3,3,3,2,5,3,2,4,,,,1,1,2,2,2,,10 MINS
R_wZTwpBf0cQzrmh3,Default Response Set,Anonymous,,,0,10/5/2017 17:58,10/5/2017 18:07,1,830338,2,2,1,1,,1,1,2,9.229,9.229,10.246,1,1,4,4.426,4.426,5.195,1,1,4,7.321,7.321,8.063,1,1,5,3.048,3.048,3.966,1,1,1,5.358,5.358,6.344,1,1,3,5.102,5.102,5.738,1,1,4,5.318,5.318,6.105,1,1,5,4.884,6.604,7.429,3,1,5,7.675,7.675,8.767,1,1,1,4.54,4.54,7.354,1,1,4,6.156,6.156,6.874,1,1,4,20.841,20.841,21.596,1,1,5,4.872,4.872,5.72,1,1,4,5.299,5.299,6.827,1,1,4,3.837,3.837,4.876,1,1,4,2.9,2.9,3.693,1,1,4,4.371,4.371,4.969,1,1,2,4.494,5.438,6.182,2,1,4,3.946,3.946,4.667,1,1,4,5.82,5.82,7.206,1,1,5,5.249,5.249,7.72,1,1,4,3.337,3.337,3.928,1,1,3,2.502,2.502,3.188,1,1,3,4.403,5.45,6.115,2,,,,,,,,1,2,8.164,8.164,9.364,1,1,1,4,3.24,3.24,75.361,1,50,60.694,60.694,63.856,1,20,17.629,17.629,20.339,1,Second,8,Emily,27,1,21,1,5,1,3,,2,3,3,1,1,2,2,3,3,4,2,4,5,1,4,1,,,,1,2,2,1,,5-10 Minutes
R_2fEdUiC062CKt6X,Default Response Set,Anonymous,,,0,10/5/2017 17:59,10/5/2017 18:09,1,346831,2,2,1,1,,1,1,2,7.268,7.268,8.101,1,1,2,3.356,5.457,6.575,2,1,1,5.189,5.611,6.576,2,1,1,3.312,7.346,8.573,2,1,1,5.179,5.179,5.893,1,1,1,6.65,6.65,8.92,1,1,1,6.207,6.207,9.661,1,1,1,8.192,8.192,9.547,1,1,1,9.691,11.125,11.626,2,1,5,5.457,10.269,11.106,2,1,3,11.365,12.555,13.44,4,1,3,7.453,7.453,12.895,1,1,2,5.295,5.295,6.111,1,1,4,6.391,7.799,9.865,2,1,1,2.594,2.594,3.307,1,1,1,2.958,2.958,5.456,1,1,1,5.934,5.934,13.177,1,1,1,4.259,4.259,5.195,1,1,1,4.351,8.783,15.373,3,1,1,6.543,6.543,7.502,1,1,1,6.362,6.362,7.039,1,1,1,4.044,4.044,4.744,1,1,1,3.993,3.993,6.891,1,1,1,3.973,3.973,5.146,1,,,,,,,,1,2,23.197,24.318,25.144,2,1,1,4,3.642,3.642,9.257,1,10,3.365,3.365,7.256,1,39,5.879,5.879,8.736,1,Second,8,Emily,27,1,28,1,5,1,3,,2,2,6,1,1,2,2,2,2,3,1,1,2,2,1,1,,1,,1,2,2,1,,10 minutes
R_OdonP4L4gZZVO4F,Default Response Set,Anonymous,,,0,10/5/2017 18:02,10/5/2017 18:09,1,800119,2,2,1,1,,1,1,2,3.539,3.539,4.692,1,1,4,6.425,6.425,7.73,1,1,2,3.628,3.628,4.624,1,1,4,3.105,3.105,4.029,1,1,3,3.937,3.937,4.886,1,1,2,4.889,4.889,6.113,1,1,2,3.485,3.485,4.439,1,1,1,3.586,3.586,4.687,1,1,1,5.592,6.768,7.691,2,1,2,2.552,2.552,3.651,1,1,2,3.862,3.862,5.054,1,1,2,4.323,4.323,5.327,1,1,2,3.906,3.906,4.758,1,1,2,3.257,3.257,4.146,1,1,3,2.647,2.647,3.649,1,1,3,4.106,4.106,5.287,1,1,2,3.373,3.373,4.483,1,1,2,2.984,2.984,4.998,1,1,2,4.178,4.178,5.079,1,1,4,5.259,5.259,6.578,1,1,3,3.188,3.188,4.458,1,1,2,3.729,3.729,5.557,1,1,4,5.821,5.821,6.967,1,1,2,2.948,2.948,4.631,1,,,,,,,,1,3,11.48,11.48,12.356,1,1,1,8,1.748,1.748,20.004,1,50,1.412,1.412,6.191,1,39,1.167,1.167,9.285,1,1st,7,emily,27,1,38,2,5,1,1,,2,2,1,1,1,2,2,2,3,4,4,4,5,1,1,1,,,,1,2,2,2,,10 minutes
R_302g5B6wow1oTeu,Default Response Set,Anonymous,,,0,10/5/2017 17:56,10/5/2017 18:09,1,61461,1,1,1,1,,1,1,1,12.567,12.567,13.932,1,1,1,6.302,6.302,7.865,1,1,2,7.856,7.856,9.505,1,1,1,13.143,13.143,14.504,1,1,1,4.59,4.59,5.846,1,1,1,6.887,8.044,9.463,3,1,5,12.249,12.249,13.38,1,1,2,7.504,7.504,8.978,1,1,1,6.377,6.377,7.554,1,1,1,5.054,5.054,6.45,1,1,1,9.161,9.161,9.821,1,1,1,32.678,32.678,34.514,1,1,3,11.269,11.269,12.856,1,1,2,8.596,8.596,9.688,1,1,3,8.832,8.832,10.342,1,1,2,5.264,5.264,6.895,1,1,3,12.601,12.601,13.542,1,1,4,7.199,7.199,8.345,1,1,2,15.095,16.501,17.032,2,1,4,9.532,12.58,15.439,2,1,4,15.61,15.61,16.987,1,1,5,6.12,6.12,6.797,1,1,4,14.409,14.409,15.78,1,1,4,6.009,7.791,8.629,2,1,1,2,35.324,35.324,36.368,1,,,,,,,,1,8,16.017,16.017,21.653,1,10,10.564,10.564,12.525,1,39,15.293,15.293,20.076,1,2nd,8,Emily,3,2,41,2,5,1,1,,1,1,1,1,1,2,2,3,4,2,1,5,4,1,4,1,,,,1,2,2,3,"i hope more surveys like this are done, and I thank you for the chance to participate.",15 minutes
R_1kSaVVK8f1gJRel,Default Response Set,Anonymous,,,0,10/5/2017 17:46,10/5/2017 18:09,1,608407,2,2,1,1,,1,1,3,78.652,78.652,82.692,1,1,6,2.961,2.961,4.337,1,1,6,5.596,5.596,6.483,1,1,6,11.083,12.486,13.519,2,1,3,7.671,7.671,8.789,1,1,5,11.985,13.137,14.094,2,1,6,18.286,20.682,21.591,2,1,5,25.544,25.544,26.558,1,1,6,26.269,29.229,30.182,3,1,6,8.208,10.056,10.888,2,1,4,13.375,14.586,15.788,2,1,,5.194,5.194,5.895,1,1,5,48.891,48.891,49.763,1,1,6,9.558,9.558,10.341,1,1,5,5.273,5.273,6.13,1,1,5,16.434,16.434,17.427,1,1,5,9.654,9.654,10.587,1,1,5,14.214,14.214,15.48,1,1,6,10.633,10.633,11.268,1,1,5,4.654,4.654,5.756,1,1,4,13.804,13.804,14.923,1,1,3,8.533,8.533,9.472,1,1,6,13.566,15.305,16.253,2,1,6,7.984,7.984,8.822,1,,,,,,,,1,3,21.856,21.856,81.812,1,1,1,8,28.445,28.445,31.709,1,50,14.901,14.901,23.732,1,20,17.611,17.611,29.573,1,2,7,Emily,27,3,28,1,2,1,1,,2,3,1,1,1,2,2,3,5,5,4,4,,1,3,,1,1,,1,2,2,2,interesting,23
R_x5b74I35OGk41a1,Default Response Set,Anonymous,,,0,10/5/2017 17:56,10/5/2017 18:09,1,959131,1,1,1,1,,1,1,1,8.305,8.305,9.812,1,1,1,10.194,10.194,11.96,1,1,1,10.224,10.224,11.75,1,1,1,6.549,6.549,8.344,1,1,1,7.526,7.526,9.062,1,1,1,9.518,9.518,12.932,1,1,1,6.8,6.8,8.589,1,1,1,8.577,8.577,10.404,1,1,1,6.114,6.114,7.494,1,1,1,3.071,3.071,6.904,1,1,1,8.614,9.86,11.384,2,1,1,13.427,13.427,15.246,1,1,1,7.919,7.919,9.699,1,1,1,14.126,14.126,18.104,1,1,1,6.342,14.87,19.363,3,1,1,6.24,6.24,7.862,1,1,1,9.631,10.603,12.335,2,1,1,5.744,5.744,7.206,1,1,1,7.754,7.754,9.416,1,1,1,5.447,5.447,6.759,1,1,1,6.91,6.91,8.459,1,1,1,6.416,6.416,8.513,1,1,1,4.006,4.006,8.183,1,1,1,9.098,9.098,10.954,1,1,1,2,23.282,24.902,26.982,2,,,,,,,,1,8,8.035,8.035,31.137,1,50,16.309,16.309,28.079,1,39,51.904,51.904,98.479,1,2nd,8,Emily,9,3,45,2,8,1,3,,2,4,2,2,1,1,2,3,3,2,1,5,5,2,1,1,1,1,,1,2,2,3,no,10 minutes
R_1eypVs2JDIVLh3X,Default Response Set,Anonymous,,,0,10/5/2017 18:00,10/5/2017 18:10,1,945862,1,2,1,1,,1,1,1,8.827,8.827,10.194,1,1,1,4.218,6.185,7.918,3,1,6,5.96,7.48,8.293,2,1,6,11.909,14.285,15.489,2,1,1,3.209,5.919,6.667,3,1,3,7.091,11.1,14.696,2,1,1,2.477,11.651,12.671,2,1,6,5.011,9.362,10.22,4,1,1,7.095,10.318,13.489,3,1,1,10.985,13.273,14.086,4,1,1,6.384,8.303,9.177,2,1,6,5.679,6.936,9.17,3,1,5,5.474,9.864,10.642,3,1,2,3.436,8.445,10.823,3,1,4,15.551,18.46,19.381,2,1,6,5.088,6.529,7.763,4,1,6,6.706,9.068,9.874,2,1,6,4.861,5.94,6.689,2,1,6,4.987,14.842,15.58,2,1,1,5.277,9.23,10.2,2,1,6,9.718,11.702,12.169,3,1,6,5.518,10.672,11.529,3,1,1,2.555,4.522,5.362,2,1,3,6.466,11.835,12.729,4,1,,,,,,,1,1,10.613,13.613,14.576,3,,1,4,3.268,3.268,42.344,1,10,5.232,5.232,10.929,1,39,5.438,5.438,9.163,1,2nd,8,Emily,27,1,24,2,5,1,3,,2,4,4,2,2,2,2,2,5,3,1,5,4,1,4,,1,1,1,1,2,2,2,,10 minutes
R_2QsWZOR0IlXBzIT,Default Response Set,Anonymous,,,0,10/5/2017 18:00,10/5/2017 18:10,1,569887,2,1,1,1,,1,1,1,6.008,7.939,12.753,3,1,2,7.351,10.174,12.643,5,1,2,6.328,7.761,8.677,3,1,5,3.396,4.264,5.507,3,1,2,4.766,6.137,7.199,3,1,1,6.294,8.013,8.933,3,1,3,7.569,8.615,9.747,3,1,2,7.384,8.804,10.697,3,1,2,4.537,6.67,8.422,3,1,2,3.637,5.068,6.164,3,1,5,4.76,7.796,9.612,3,1,4,6.111,7.053,8.627,3,1,4,7.112,8.077,9.034,3,1,1,4.665,6.098,7.501,3,1,2,9.517,10.54,11.404,3,1,3,5.619,7.213,9.346,3,1,3,4.447,6.441,8.365,3,1,5,3.862,4.68,5.561,3,1,4,5.087,6.004,7.637,3,1,4,7.371,8.156,8.973,3,1,5,7.38,8.363,9.266,3,1,4,6.193,7.125,8.257,3,1,4,4.878,5.681,6.518,3,1,4,4.606,5.575,6.56,3,,1,2,11.027,11.944,13.862,3,,,,,,,1,1,8,5.484,5.536,11.041,2,50,30.439,30.486,35.4,2,20,12.101,12.147,15.446,2,First,7,Emily,9,3,54,2,4,1,1,,1,2,1,1,1,2,2,3,3,2,2,4,5,1,1,,,1,,1,2,2,2,N/A,5 minutes
R_zZnqn7q1toMxZDP,Default Response Set,Anonymous,,,0,10/5/2017 17:55,10/5/2017 18:11,1,523911,2,2,1,1,,1,1,4,10.584,18.168,19.23,2,1,3,7.172,9.278,11.93,3,1,5,14.123,14.123,15.236,1,1,2,3.975,4.898,5.991,2,1,4,5.247,5.946,7.087,2,1,2,8.999,8.999,10.312,1,1,3,11.966,14.322,15.646,3,1,2,11.516,14.693,16.683,2,1,4,12.051,12.051,14.205,1,1,5,8.135,8.135,10.015,1,1,5,8.067,8.067,9.929,1,1,5,6.444,6.444,8.027,1,1,3,8.678,9.405,11.064,2,1,4,45.383,45.383,46.901,1,1,3,4.807,4.807,5.934,1,1,2,5.958,7.597,9.301,2,1,3,10.475,11.516,12.49,2,1,4,4.715,5.618,6.574,2,1,1,4.249,4.249,6.579,1,1,4,4.897,4.897,5.869,1,1,5,4.823,9.592,11.466,2,1,2,17.672,17.672,19.228,1,1,4,5.889,5.889,7.65,1,1,2,7.072,7.072,8.582,1,,,,,,,,1,2,22.559,22.559,23.919,1,1,1,4,1.816,39.468,45.976,7,50,1.611,52.622,56.587,3,39,1.536,1.536,31.141,1,Second,8,June,27,2,26,1,5,1,2,,3,4,6,2,2,2,2,2,2,4,3,4,4,1,3,1,,,,1,2,2,1,Fun Survey,7 Minutes
