ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,age,gender,hhi,ethnicity,hispanic,education,political_party,region,confirmCode,Condition,PKOrder,Endorse,RealFake,Consent,FB,Term,Funny,Fake1,Fake1_Funny,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2,Fake2_Funny,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Real1,Real1_Funny,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2,Real2_Funny,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Accuracy,Fake1.0,Fake1_2,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2.0,Fake2_2,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Real1.0,Real1_2,Real1_RT_1.0,Real1_RT_2.0,Real1_RT_3.0,Real1_RT_4.0,Real2.0,Real2_2,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,AccImp,InstAfterAcc,InstNoAcc,Fake1_SM,Fake1_3,Fake1_RT_1.1,Fake1_RT_2.1,Fake1_RT_3.1,Fake1_RT_4.1,Fake2_SM,Fake2_3,Fake2_RT_1.1,Fake2_RT_2.1,Fake2_RT_3.1,Fake2_RT_4.1,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1.1,Real2_RT_2.1,Real2_RT_3.1,Real2_RT_4.1,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,CRTInst,Q214,CRT1_1,CRT1_2,CRT1_3,CRT3_1,CRT3_2,CRT_Est,PK_Inst,PK_1,PK_1_RT_1,PK_1_RT_2,PK_1_RT_3,PK_1_RT_4,PK_2,PK_2_RT_1,PK_2_RT_2,PK_2_RT_3,PK_2_RT_4,PK_3,PK_3_RT_1,PK_3_RT_2,PK_3_RT_3,PK_3_RT_4,PK_4,PK_4_RT_1,PK_4_RT_2,PK_4_RT_3,PK_4_RT_4,PK_5,PK_5_RT_1,PK_5_RT_2,PK_5_RT_3,PK_5_RT_4,PK_Est,note,Random,Google,Age.0,Gender.0,Gender_TEXT,Education.0,Income,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Party,Party_TEXT,DemRep_C,DemRep_Past_1,DemRep_Past_2,DemRep_Past_3,DemRep_Past_4,DemRep_Past_5,DemRep_Past_6,Social_Conserv,Economic_Conserv,POTUS2016,Congress2018,feeling_therm_trump__1,support_trump,vote_trump_2020,SocialMedia_Chk,Facebook_Freq,SharingBelief_others,SharingBelief_self,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,Zipcode,Comments,Length
R_2axxvZf6HakjFxD,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,50,2,9,1,1,6,4,3,201840,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,8.494,11.283,13.086,3,1,1,6.103,7.594,9.12,2,1,1,10.27,11.933,12.926,2,1,1,9.345,11.774,13.123,2,1,1,6.275,9.88,11.606,3,1,6,5.696,7.311,8.591,2,1,6,5.509,7.602,8.916,2,1,1,6.037,13.66,14.996,4,1,6,14.707,17.794,20.041,2,1,1,15.391,19.334,20.738,4,1,1,8.303,10.305,11.677,2,1,1,18.227,21.352,23.021,2,1,1,6.17,9.267,10.387,3,1,1,8.184,10.278,11.243,2,1,1,0.246,7.883,9.157,4,1,3,12.829,14.299,15.446,2,1,4,11.344,14.161,15.316,3,1,1,7.629,9.558,10.827,2,1,4,6.26,8.262,9.422,2,1,5,6.627,8.646,10.252,2,1,1,8,500,20,1,7,4,1,3,8.539,8.539,10.02,1,1,5.285,5.285,8.044,1,1,3.684,3.684,5.003,1,1,7.191,7.191,8.756,1,3,4.11,4.11,5.714,1,4,1,2,2,49,2, ,5,6,1, , , , , , ,3, ,3,1, , , , , ,2,3,1,1,0,1,1,1,5,7, , ,2,3,3,4,3,34432,thoughtful,dont know
R_2zkL7STMCbT9vFu,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,72,2,7,2,14,7,1,3,600805,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,9.276,39.837,42.419,3,1,1,7.891,10.663,12.798,4,1,1,8.621,11.879,13.961,4,1,1,10.208,12.832,19.817,4,1,6,7.469,10.208,12.076,3,1,1,10.737,13.599,16.361,4,1,6,42.394,47.92,49.676,3,1,5,24.801,28.286,31.908,3,1,1,15.257,17.479,19.72,3,1,1,18.886,22.746,26.542,4,1,1,14.669,17.364,19.608,4,1,2,18.733,22.36,24.286,4,1,4,10.495,22.148,24.298,4,1,4,11.306,18.823,20.654,4,1,1,11.957,14.025,16.36,3,1,3,9.961,17.525,19.374,4,1,5,12.287,14.587,16.15,3,1,3,6.393,11.279,14.65,3,1,4,7.519,23.332,25.203,3,1,4,7.386,12.103,18.381,3,1,1,8,50,40,1,7,5,1,3,8.59,8.59,10.024,1, ,0,0,0.59,0,1,5.639,5.639,10.021,1,1,7.212,7.212,9.565,1,3,6.254,6.254,8.373,1,4,1,2,2,72,2, ,6,5, ,1, , , , , ,1, ,1,1, , , , , ,3,2,1,1,0,1,1,1,5,5, ,2,2,3,4,4,2,34668,no,about 20 min
R_3fjEAk2XUKOcoag,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,29,2,1,1,1,2,7,2,570062, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_24HqJHDVosFt3nm,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,28,2,9,3,1,6,2,1,326077, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_27lIX8e9ehsZAlD,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,34,1,19,2,1,4,10,3,588658,1,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,6,0.884,0.884,1.794,1,1,6,0.87,0.87,1.613,1,1,6,1.081,1.081,1.646,1,1,6,0.858,0.858,1.423,1,1,6,0.738,0.738,1.592,1,1,6,0.9,0.9,1.714,1,1,6,0.838,0.838,1.939,1,1,6,0.62,0.62,1.626,1,1,6,1.323,1.898,2.416,2,1,6,0.622,0.622,1.395,1,1,6,0.677,1.134,1.779,2,1,6,0.765,0.765,1.66,1,1,6,0.559,1.231,1.493,2,1,6,1.111,1.111,1.597,1,1,6,0.665,0.665,1.279,1,1,6,1.003,1.003,1.818,1,1,6,0.768,1.784,2.245,3,1,6,1.769,1.769,2.319,1,1,6,0.655,0.655,1.365,1,1,6,0.8,1.64,2.172,2,1,1,23,2,3,33,7,6,1,3,1.056,1.056,2.022,1,1,0.986,2.002,3.088,3,4,0.789,0.789,1.842,1,4,0.879,0.879,1.925,1,5,0.681,0.681,1.917,1,22,1,1,1,34,1, ,4,12, ,1, , , , , ,1, ,6, , , , , ,1,5,1,1,1,100,7,7,1,5, ,7,2,1,5,5,5,5,77060,Not applicalbe,3
R_s7L1ZfaWtqmE2SB,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,36,2,6,2,1,7,1,2,35995,2,2,2,2,1,1, ,1, , , , , , , , , , , , ,1,5,4.454,7.202,8.019,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, ,1,6,1.877,5.818,6.392,3,1,6,1.224,1.801,2.443,2,1,6,1.042,2.07,2.5,2,1, ,0.913,1.4,2.053,2,1,6,0.735,1.301,1.97,2,1,6,0.78,1.494,2.024,2,1,6,1.501,2.262,2.791,2,1,6,0.949,1.501,2.194,2,1,6,1.582,2.899,3.446,3,1,6,1.202,1.81,2.563,2,1,5,0.96,1.673,2.247,2,1,5,1.188,2.415,2.854,3,1,6,0.962,2.101,2.816,3,1,5,1.018,1.679,2.292,2,1,5,0.842,1.684,2.275,2,1,6,2.777,6.501,7.101,3,1,6,2.001,2.801,3.532,2,1,6,0.7,1.4,2.037,2,1,6,0.848,2.1,2.979,3,1,6,0.766,1.484,1.9,2,1,1,28,50,4,1,7,5,1,2,2.001,2.001,2.868,1,2,0.801,1.534,3.084,2,2,3,3,3.938,1,4,2.702,2.702,3.4,1,3,4.799,5.518,7.274,2,4,1,2,2,35,2, ,6,4, ,1, , , , , ,1, ,1,1, , , , , ,1,1,1,1,100,4,7,1,5, ,6,2,1,4,4,5,5,60629,Awesome,10
R_1OIDk3qOaAwXV9h,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,35,2,1,1,1,6,1,2,247445,4,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,1,3.257,3.795,4.439,2,1,1,1.881,3.068,3.829,3,1,2,4.799,6.775,7.65,4,1,1,1.752,2.963,3.847,3,1,1,4.163,5.263,6.015,3,1,1,3.865,4.871,5.731,3,1,1,2.328,2.854,3.623,2,1,1,1.808,4.11,4.801,3,1,2,0.987,1.681,2.599,3,1,1,2.734,3.505,4.338,3,1,2,2.336,2.737,3.474,2,1,2,1.05,2.072,2.792,3,1,2,0.953,2.164,3.334,4,1,1,2.136,2.903,3.72,3,1,1,3.853,4.802,5.921,3,1,1,1.219,1.627,2.427,2,1,1,1.877,2.291,3.017,2,1,2,2.668,3.446,3.965,3,1,2,1.099,3.092,3.667,4,1,1,2.422,2.799,3.594,2,1,1,8,50,80,1,8,3,1,3,2.862,2.862,3.327,1,2,2.271,2.271,2.737,1,1,3.61,4.125,4.699,2,1,2.19,2.19,2.654,1,4,1.801,1.801,2.25,1,2,1,2,2,35,2, ,3,1,1, , , , , , ,1, ,1, ,1, , , , ,1,1,1,1,0,1,1,2,4,3, ,1,2,2,2,2,1,64030,No,15
R_247TN3XHj8eJkTa,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,37,1,10,15,1,4,1,2,886757,4,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,6,6.917,7.671,8.189,2,1,6,3.399,5.862,6.747,4,1,1,19.08,19.903,20.687,2,1,6,4.381,5.329,6.614,2,1,6,17.233,18.293,18.85,2,1,1,9.844,15.743,16.983,4,1,6,8.762,9.611,10.09,2,1,6,3.7,4.638,5.04,2,1,6,8.085,9.026,9.819,2,1,6,8.87,10,10.731,2,1,4,13.881,18.301,18.956,3,1,2,24.501,28.527,29.182,4,1,6,16.026,16.908,17.46,2,1,6,4.544,10.584,11.664,3,1,1,3.818,14.936,15.732,6,1,6,9.367,10.234,11.342,2,1,6,4.879,5.622,6.159,2,1,1,5.496,8.71,9.443,4,1,6,21.409,22.3,23.13,2,1,6,5.024,5.992,6.537,2,1,1,8,10,20,2,8,5,1,2,4.118,5.53,6.522,3,1,4.227,4.227,4.888,1,4,4.161,7.282,8.637,4,3,6.7,6.7,7.438,1,2,5.042,5.042,6.058,1,3,1,1,2, ,1, ,4,6, ,1, , , , , ,1, ,1,1, , , , , ,3,3,1,6,27,1,1,1,5, ,7,1,1,2,4,4,2,46402,No,15 min
R_1rCbMP4Pn7UjXm5,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,61,2,1,1,1,5,2,3,875775, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_DAgZHKpJDgTvRjX,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,48,2,2,1,1,5,10,2,188777, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_2wRBip9ikDkXvUz,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,42,1,5,3,1,2,4,3,707491,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,5,3.229,6.064,6.686,3,1,4,4.736,7.433,8.112,4,1,5,15.559,17.247,17.928,3,1,4,16.4,18.317,19.18,3,1,5,17.881,20.921,21.63,5,1,3,2.044,4.182,4.814,3,1,4,4.04,5.494,6.231,2,1,5,2.067,4.29,4.953,3,1,6,3.049,4.635,5.201,3,1,5,5.525,6.544,7.131,2,1,4,2.655,5.126,5.791,3,1,4,17.96,21.871,22.529,5,1,5,23.912,25.524,26.15,3,1,4,3.09,4.127,5.04,2,1,3,34.799,38.097,38.997,4,1,4,26.363,28.796,29.645,3,1,3,26.395,28.543,29.526,4,1,3,23.13,24.395,25.149,2,1,4,34.283,35.414,36.28,2,1,5,27.052,31.211,32.193,6,1,1,34,50,20,1,7,5,1,2,3.772,3.772,5.462,1,2,3.8,3.8,5.709,1,3,4.66,4.66,5.538,1,1,3.373,3.373,4.145,1,1,3.713,3.713,4.3,1,3,1,1,2,41,1, ,2,3, , ,1, , , , ,3, ,4, , , ,1, , ,3,3,5,6,14,4,4,1,5,3, ,2,1,3,3,2,2,74960, ,10
R_324vM8xdiLgpnJS,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,19,1,17,15,1,2,7,3,361307, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_3FWYVVY7NycJOJV,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,71,1,15,2,1,2,1,3,859442,3,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,3,25.535,26.711,28.286,2, , , , , , , , , , , , ,5,1, ,1,1,38.384,39.28,40.982,2,1,2,19.993,19.993,21.683,1,1,1,60.62,61.467,63.134,2,1,1,12.249,13.05,15.491,2,1,1,42.732,42.732,45.264,1,1,1,16.27,16.27,18.01,1,1,1,23.524,23.524,25.184,1,1,1,6.667,6.667,8.11,1,1,3,10.461,10.461,11.8,1,1,3,13.401,14.281,16.157,2,1,3,8.39,8.39,10.01,1,1,2,10.682,10.682,12.923,1,1,1,32.762,32.762,34.86,1,1,3,6.6,6.6,7.779,1,1,1,5.764,5.764,7.697,1,1,1,14.656,14.656,16.204,1,1,2,55.057,59.241,60.491,3,1,1,32.303,32.303,33.924,1,1,3,36.43,36.43,38.218,1,1,1,6.815,6.815,8.099,1,1,1,8,50,20,3,8,5,1,3,8.39,8.39,10.005,1,1,6.397,6.397,8.394,1, ,0,0,10.117,0,4,0.569,0.569,7.357,1,3,6.364,6.364,8.095,1,2,1,2,2,70,1, ,2,9, ,1, , , , , ,1, ,1,1,1, , , , ,2,2,1,1,5,1,1,2,1,4, ,2,2,4,4,4,1,21040,"nothing, other than great survey",about  fifteen minutes
R_vOhwkXFAQTQrmDf,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,27,1,6,2,1,6,5,3,757839,1,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,5.318,8.513,9.162,3,1,3,16.726,71.463,72.191,9,1,4,3.876,5.214,6.237,3,1,6,5.682,7.125,7.979,3,1,2,7.751,43.163,44,6,1,1,3.601,9.025,9.788,8,1,6,3.566,7.806,8.784,3,1,5,3.717,6.373,7.201,4,1,4,2.44,10.7,11.528,12,1,2,5.847,20.756,21.931,6,1,1,2.798,5.064,5.84,4,1,4,5.171,7.076,8.121,3,1,6,23.751,63.387,64.036,7,1,2,2.62,7.101,8.047,6,1,2,3.166,30.307,31.77,4,1,3,4.799,78.553,79.523,14,1,4,15.83,17.863,18.69,3,1,4,3.931,41.127,41.875,10,1,3,24.451,83.858,84.501,9,1,4,2.039,6.48,7.462,6,1,1,34,10,20,2,7,5,1,3,4.321,4.321,5.373,1,2,4.975,4.975,6.352,1,1,3.361,3.361,4.037,1,1,9.354,9.354,10.108,1,4,3.088,3.088,8.489,1,4,1,2,2,27,1, ,3,4, ,1, , , , , ,3, ,4, ,1, , , , ,5,5,3,2,14,2,1,1,5,5, ,2,2,1,1,3,1,33435,No commenta,15
R_1BXgHZYq8vkSAVk,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,65,1,13,1,1,4,1,3,402188,4,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,8.522,9.624,10.662,3,1,1,4.554,7.195,8.235,3,1,1,89.104,91.326,92.264,2,1,1,7.501,11.735,12.601,4,1,1,10.832,12.576,13.794,3,1,1,4.5,6.229,6.97,3,1,1,7.704,7.704,9.954,1,1,5,10.521,10.521,11.594,1,1,1,6.703,7.756,8.77,3,1,5,8.034,12.936,13.66,4,1,4,9.008,9.008,10.392,1,1,4,7.664,10.551,11.315,4,1,5,3.685,10.942,12.055,3,1,1,8.67,12.073,12.821,4,1,5,6.196,7.366,8.179,2,1,5,6.135,10.489,11.355,3,1,1,4.323,7.465,8.505,2,1,2,5.808,11.561,12.311,3,1,4,10.569,10.569,11.485,1,1,5,7.606,11.768,12.031,9,1,1,4,10,5,2,7,4,1,3,5.18,5.18,6.552,1,1,2.185,2.185,5.278,1,1,2.909,2.909,5.255,1,1,3.086,3.086,4.128,1,3,2.506,2.506,3.574,1,5,1,2,2,65,1, ,3,10,1, , , , , , ,1, ,1,1, , , , , ,1,1,1,1,0,1,1,1,5, ,3,2,1,5,4,5,2,32708,no,20 min
R_3RrrdJJZKTHQDJd,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,58,1,10,1,1,5,10,4,415138,3,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,11.32,11.32,21.153,1, , , , , , , , , , , , , , , , , , ,5,1, ,1,3,25.335,25.335,27.214,1,1,2,10.803,10.803,12.706,1,1,2,12.471,12.471,14.038,1,1,1,6.449,6.449,7.474,1,1,1,8.09,11.284,12.801,3,1,1,7.684,7.684,9.321,1,1,2,16.397,16.397,17.938,1,1,2,8.738,8.738,10.574,1,1,1,15.827,15.827,17.021,1,1,3,12.28,12.28,13.929,1,1,4,6.286,6.286,7.478,1,1,4,9.87,9.87,11.498,1,1,6,6.29,10.674,11.837,4,1,5,5.796,7.378,8.505,2,1,5,5.201,5.201,7.436,1,1,5,6.952,6.952,8.132,1,1,4,12.109,12.109,13.73,1,1,5,7.796,7.796,9.549,1,1,5,6.138,6.138,7.355,1,1,5,6.925,6.925,8.057,1,1,1,4,10,39,2,8,5,1,3,5.963,5.963,7.392,1,1,4.265,4.265,5.811,1,2,9.062,9.062,10.009,1,1,8.189,8.189,9.525,1,3,9.145,9.145,10.01,1,4,1,2,2,58,1, ,4,6,1, , , , , , ,2, ,4, , , ,1, , ,4,4,2,2,59,5,6,1,5, ,5,2,2,2,3,4,2,95662,fun survey,10 minutes
R_1HhRlh4fU68ziIY,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,23,2,8,1,1,6,1,4,440637, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_2PC0RTcy6LOAxZE,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,22,1,5,1,1,4,1,3,516914,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,2,0.516,2.556,3.263,5,1,2,0.749,1.717,2.356,3,1, ,0.659,1.875,2.514,3,1,4,0.985,7.851,10.997,10,1,3,0.508,1.592,2.225,3,1,3,0.823,2.617,4.829,4,1,3,0.559,1.967,3.127,4,1,4,0.474,1.627,2.25,3,1,5,0.562,1.845,2.773,3,1,2,0.711,3.489,3.869,7,1,4,0.777,2.095,3.516,4,1,2,0.741,2.081,2.951,4,1,6,1.118,3.223,3.9,5,1,3,0.682,2.066,2.663,4,1,5,0.372,1.777,4.449,4,1,6,0.756,2.231,3.838,3,1,6,1.352,10.837,11.401,10,1,5,0.65,1.548,2.198,3,1,3,1.3,3.37,3.927,4,1,3,0.772,4.168,5.151,6,1,1,8,50,20,2,8,3,1,3,3.655,3.655,4.058,1,3,1.3,1.3,1.709,1,3,0.799,0.799,1.069,1,1,1.074,1.34,2.736,2,3,1.612,1.994,3.72,2,2,1,2,2,22,1, ,4,4,1, , , , , , ,1, ,2, ,1, , , , ,2,2,1,1,0,1,1,1,5, ,4,2,1,5,3,4,4,33616, , 
R_2XhBJUX6TP6npjA,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,35,1,23,1,1,7,1,4,688980,2,1,1,2,1,1, ,1, , , , , , , , , , , , ,1,6,7.375,13.201,16.86,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,6,4.483,13.344,15.413,15,1,6,3.594,8.16,9.5,6,1,6,2.507,2.507,3.708,1,1,6,1.261,4.656,5.766,5,1,6,5.307,7.97,9.532,4,1,6,5.088,6.588,9.827,2,1,6,1.447,5.061,8.188,3,1,6,1.877,6.146,7.55,5,1,6,1.704,7.21,8.487,10,1,6,1.061,4.083,5.268,6,1,6,1.94,14.698,17.343,17,1,6,2.194,11.591,12.78,10,1,6,4.503,6.334,8.196,5,1,6,1.279,1.279,2.604,1,1,6,3.861,3.861,5.569,1,1,6,2.762,9.714,12.348,3,1,6,3.451,8.498,12.045,9,1,6,1.244,4.115,5.411,7,1,6,1.623,2.771,4.729,2,1,6,1.735,4.926,6.288,3,1,1,8,50,50,40,7,5,1,2,4.413,4.413,8.516,1,1,3.095,3.095,7.427,1, ,5.324,5.324,8.052,1,3,3.923,8.5,10.02,2,3,2.355,8.762,10.125,2,5,1,1,1,35,1, ,6,11,1, , , , , , ,1, ,1,1, , , , ,1,1,1,1,1,92,7,7,1,5,7, ,1,2,5,5,5,5,98177,l like it,l like it
R_31RALomdqMal2Hr,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,33,1,7,1,1,7,10,2,130458,3,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1,4,1.572,3.151,3.716,3, , , , , , ,3,1, ,1,4,0.105,0.105,1.038,1,1,6,0.37,5.409,5.894,3,1,4,0.599,1.399,1.935,2,1,3,0.23,1.459,2.176,3,1,6,0.227,1.158,1.64,3,1,6,1.433,2.017,2.582,2,1,2,0.465,0.96,1.877,2,1,6,0.578,1.142,1.659,2,1,4,0.428,1.624,1.662,3,1,4,0.13,3.8,4.793,6,1,6,0.22,3.402,3.898,6,1,5,0.261,1.442,2.344,3,1,4,0,0,0.783,0,1,6,2.29,2.847,3.354,2,1,5,0.44,0.44,1.355,1,1,6,4.453,5.316,5.847,2,1,3,0.245,2.026,2.771,3,1,5,0.166,1.579,2.095,3,1,3,0,0,1.751,0,1,2,2.951,6.667,7.307,7,1,1,8,50,20,1,7,2,1,3,8.703,9.254,9.3,2,2,3.819,3.819,4.425,1, ,0,0,26.904,0,2,0.075,2.4,2.802,2,1,0.765,0.765,1.503,1,0,1,2,2,33,1, ,6,6,1, , , , , , ,3, ,6, , , , , ,1,5,1,2,2,69,7,7,1,4, , ,2,2,3,4,3,3,67062,Go trump,Dnk
